Date,Close/Last,Volume,Open,High,Low
08/14/2019,72.97,13653810,74.12,74.27,72.885
08/13/2019,75.27,14380810,74.29,76.03,74.15
08/12/2019,74.38,15560640,74.89,75.15,74.14
08/09/2019,75.42,8213556,75.78,75.86,74.98
08/08/2019,76.06,9353090,75.12,76.11,75.03
08/07/2019,74.79,15604350,73.86,74.93,73.32
08/06/2019,74.83,11758590,74.23,74.89,73.88
08/05/2019,73.72,14505160,74.62,74.63,73.085
08/02/2019,75.82,12992430,76.05,76.21,75.30
08/01/2019,76.31,18665730,77.68,78.28,76.165
07/31/2019,77.82,12485270,78.74,78.90,77.22
07/30/2019,78.70,7071716,77.87,78.70,77.60
07/29/2019,78.36,5387503,78.41,78.545,78.23
07/26/2019,78.50,6148092,78.52,78.705,78.24
07/25/2019,78.67,8759039,78.83,79.07,78.32
07/24/2019,78.83,8692520,77.85,79.02,77.83
07/23/2019,78.49,10284180,78.08,78.515,77.76
07/22/2019,77.51,8448168,77.59,77.91,77.2631
07/19/2019,77.45,7601729,77.53,77.92,77.395
07/18/2019,77.03,6647874,76.94,77.135,76.56
07/17/2019,76.89,11235100,78.12,78.1873,76.86
07/16/2019,78.57,8115339,78.06,78.78,78.06
07/15/2019,78.07,4452546,78.39,78.39,77.96
07/12/2019,78.39,12152770,77.30,78.41,77.30
07/11/2019,77.04,7393867,76.50,77.05,76.38
07/10/2019,76.52,10124840,76.92,77.26,76.45
07/09/2019,76.70,10137500,76.40,76.79,76.28
07/08/2019,76.87,6039855,77.04,77.27,76.67
07/05/2019,77.51,6388987,77.46,77.51,76.45
07/03/2019,77.82,8091385,77.64,77.85,77.365
07/02/2019,77.39,9237308,77.57,77.675,77.21
07/01/2019,77.49,10319400,78.05,78.44,77.1605
06/28/2019,77.42,11152330,76.72,77.47,76.72
06/27/2019,76.61,7573783,76.60,76.87,76.29
06/26/2019,76.54,7262692,76.56,76.76,76.346
06/25/2019,76.35,9267637,76.93,76.96,76.285
06/24/2019,76.93,8388348,77.11,77.39,76.895
06/21/2019,77.08,11526840,77.49,77.81,77.05
06/20/2019,77.83,14503220,77.45,77.93,76.955
06/19/2019,76.55,11171680,76.74,76.76,76.19
06/18/2019,76.61,12506300,75.54,76.705,75.54
06/17/2019,75.15,7708766,75.45,75.57,75.09
06/14/2019,75.41,5966596,75.62,75.71,75.09
06/13/2019,75.71,6987036,75.46,75.76,75.26
06/12/2019,75.33,5612474,75.11,75.37,74.93
06/11/2019,75.17,11936560,76.27,76.45,74.87
06/10/2019,75.82,9513873,76.44,76.65,75.795
06/07/2019,75.72,9234296,75.40,76.025,75.35
06/06/2019,75.12,11387330,75.07,75.315,74.435
06/05/2019,74.99,12865640,74.66,75.085,74.40
06/04/2019,74.27,16424740,73.24,74.30,73.11
06/03/2019,72.54,17514950,71.93,72.945,71.91
05/31/2019,72.05,13718390,72.27,72.545,71.99
05/30/2019,73.05,10103510,73.09,73.405,72.795
05/29/2019,72.77,14257070,72.78,73.095,72.08
05/28/2019,73.10,11263080,73.87,74.15,73.09
05/24/2019,73.78,11127430,74.24,74.37,73.58
05/23/2019,73.75,16205770,74.07,74.18,73.2946
05/22/2019,74.89,9114746,75.25,75.34,74.89
05/21/2019,75.51,10612270,75.27,75.60,75.07
05/20/2019,74.63,11638490,74.35,74.91,74.28
05/17/2019,74.82,16305650,74.84,75.64,74.73
05/16/2019,75.66,7450005,75.31,75.905,75.16
05/15/2019,74.97,12289960,74.20,75.28,74.03
05/14/2019,74.87,11318010,74.37,75.435,74.27
05/13/2019,74.10,20011030,74.50,74.7893,73.595
05/10/2019,76.27,17419840,75.47,76.46,74.59
05/09/2019,75.97,14923660,75.28,76.10,74.835
05/08/2019,76.08,16464960,75.94,76.615,75.83
05/07/2019,76.08,18356220,76.70,76.845,75.49
05/06/2019,77.65,11928830,76.76,77.79,76.70
05/03/2019,78.40,12904070,77.73,78.47,77.73
05/02/2019,77.46,16360970,77.31,77.63,76.81
05/01/2019,77.50,16918680,78.25,78.50,77.50
04/30/2019,78.01,9546653,78.02,78.22,77.35
04/29/2019,77.70,8758951,77.52,77.95,77.43
04/26/2019,77.52,12262590,76.98,77.52,76.84
04/25/2019,76.94,12555930,77.64,77.66,76.59
04/24/2019,78.52,7717823,78.75,78.95,78.485
04/23/2019,78.75,13760480,78.30,78.91,78.0611
04/22/2019,78.07,6477632,78.01,78.25,77.69
04/18/2019,78.31,13192660,77.74,78.42,77.739
04/17/2019,77.42,10363900,77.78,77.99,77.40
04/16/2019,77.32,7101573,77.11,77.42,76.93
04/15/2019,76.85,7367611,77.17,77.33,76.735
04/12/2019,77.28,11175120,77.01,77.28,76.74
04/11/2019,76.27,9532153,75.64,76.35,75.59
04/10/2019,75.62,13974690,75.70,75.78,75.16
04/09/2019,75.64,9812817,76.15,76.18,75.505
04/08/2019,76.68,8819137,76.43,76.70,76.095
04/05/2019,77.01,7531043,77.08,77.25,76.885
04/04/2019,76.79,9236592,76.28,77.06,76.27
04/03/2019,76.32,12714560,76.86,76.96,76.12
04/02/2019,76.55,10397580,76.62,76.82,76.36
04/01/2019,76.58,15512980,75.72,76.70,75.67
03/29/2019,75.03,10138770,74.72,75.09,74.66
03/28/2019,74.23,10030090,73.90,74.335,73.69
03/27/2019,73.69,10531130,73.63,74.03,73.14
03/26/2019,73.61,10523980,73.64,73.91,73.155
03/25/2019,73.12,12372760,72.97,73.51,72.79
03/22/2019,72.95,18004390,74.22,74.27,72.90
03/21/2019,74.64,10638630,73.71,74.80,73.65
03/20/2019,73.93,11259450,74.25,74.53,73.52
03/19/2019,74.44,10778090,74.96,75.22,74.155
03/18/2019,74.71,10313890,73.88,74.77,73.80
03/15/2019,73.99,24900050,74.34,74.52,73.85
03/14/2019,74.68,9636528,74.92,75.11,74.49
03/13/2019,74.93,13387870,74.55,75.18,74.46
03/12/2019,74.28,17995790,74.80,74.89,74.14
03/11/2019,74.90,15280040,73.21,74.93,73.04
03/08/2019,74.27,14341280,73.71,74.30,73.61
03/07/2019,74.42,19104700,74.68,74.795,73.77
03/06/2019,74.87,18467360,75.47,75.61,74.85
03/05/2019,75.58,13820450,76.11,76.2755,75.56
03/04/2019,76.07,19150430,76.77,77.095,75.48
03/01/2019,76.41,12786360,76.91,77.10,76.005
02/28/2019,76.34,8530458,76.61,76.65,76.29
02/27/2019,76.60,8032557,76.17,76.67,75.89
02/26/2019,76.30,11730850,76.31,76.76,76.28
02/25/2019,76.51,10108500,77.00,77.13,76.48
02/22/2019,76.21,9816902,75.98,76.25,75.68
02/21/2019,75.71,6782680,75.84,76.028,75.46
02/20/2019,76.02,8910869,75.63,76.06,75.54
02/19/2019,75.66,7994191,75.46,75.90,75.22
02/15/2019,75.69,9571811,75.15,75.70,74.99
02/14/2019,74.69,11703650,74.61,75.00,74.4115
02/13/2019,75.04,8134248,74.87,75.27,74.67
02/12/2019,74.60,8909662,74.02,74.755,73.87
02/11/2019,73.46,7909836,73.28,73.64,73.235
02/08/2019,73.07,15975990,72.50,73.07,72.15
02/07/2019,72.96,15611350,72.99,73.38,72.395
02/06/2019,73.46,15557620,73.32,73.81,73.21
02/05/2019,73.44,9076558,72.93,73.48,72.70
02/04/2019,72.81,7688391,71.98,72.85,71.79
02/01/2019,71.88,11844950,71.98,72.41,71.685
01/31/2019,71.77,13867100,71.59,72.11,71.30
01/30/2019,71.46,16892460,71.09,71.795,70.29
01/29/2019,70.36,12382540,69.70,70.49,69.68
01/28/2019,69.40,13143880,69.07,69.435,68.78
01/25/2019,70.07,13058640,69.85,70.36,69.66
01/24/2019,69.19,10361170,69.09,69.50,68.80
01/23/2019,68.84,13243830,69.19,69.55,68.07
01/22/2019,68.74,15935260,69.59,69.61,68.28
01/18/2019,70.19,19973310,69.48,70.44,69.27
01/17/2019,68.88,22922460,67.44,69.26,67.35
01/16/2019,67.72,12029890,67.74,68.06,67.62
01/15/2019,67.65,12517390,67.80,68.09,67.27
01/14/2019,67.86,10082970,67.37,68.165,67.16
01/11/2019,67.87,10691270,67.48,67.905,67.24
01/10/2019,67.94,8900390,66.79,68.02,66.49
01/09/2019,67.03,10036630,66.84,67.34,66.60
01/08/2019,66.58,23069470,66.58,66.99,65.95
01/07/2019,65.68,15193150,65.42,66.105,64.80
